BC	6.64	13.28	19.919999999999998	26.56	33.199999999999996
0	4	0	0	0	0
1	20	0	0	0	0
2	12	0	0	0	0
3	42	0	0	0	0
4	50	1	0	0	0
5	98	2	0	0	0
6	41	0	0	0	0
7	56	0	0	0	0
8	45	0	0	0	0
9	131	4	0	0	0
10	82	1	0	0	0
11	166	7	0	0	0
12	60	0	0	0	0
13	231	10	0	0	0
14	105	4	0	0	0
15	91	1	0	0	0
16	155	1	0	0	0
17	219	7	0	0	0
18	161	8	0	0	0
19	69	2	0	0	0
20	184	7	0	0	0
21	201	16	0	0	0
22	72	1	0	0	0
23	369	22	1	0	0
24	235	5	0	0	0
25	169	4	0	0	0
26	436	33	0	0	0
27	1434	303	43	9	0
28	440	32	2	0	0
29	2002	655	130	27	7
30	177	8	1	0	0
31	8115	10304	8670	6503	4581
32	2447	1007	246	50	8
33	12165	23878	30459	34252	36334
34	2990	1519	536	156	49
35	2667	1198	313	79	18
36	808	108	12	0	0
37	512	41	0	0	0
38	403	48	0	0	0
39	3150	1709	566	161	39
40	138	2	0	0	0
